observation_id,date,year,month,season,location_x,location_y,true_stability,observed_stability,measurement_error,observer_id,observer_name,observer_experience,instrument_type,weather_conditions,days_since_last_survey,drift_detected,drift_direction,drift_magnitude_m,confidence_rating,notes
OBS0404,1856-06-20,1856,6,summer,54.41,23.74,0.504,0.542,0.0385,MAP012,Grit-Eye Salla,10,measuring_rod,clear,30,False,none,0.0,0.66,"Transition zone, patchy stability"
OBS0405,1856-06-12,1856,6,summer,47.73,72.93,0.657,0.686,0.0287,MAP001,Ferrick Mol,22,theodolite,overcast,365,False,none,0.0,0.59,Mostly firm ground with soft patches
OBS0406,1856-07-08,1856,7,summer,60.37,66.45,0.159,0.181,0.0218,MAP015,Missus Hollow,28,theodolite,clear,910,True,N,1.6,0.72,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0407,1856-07-07,1856,7,summer,78.01,43.48,0.869,0.887,0.0177,MAP011,Old Tunney,40,theodolite,clear,850,True,E,2.6,0.95,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0408,1856-07-01,1856,7,summer,16.23,66.53,1.0,0.891,-0.1087,MAP006,Drogan Pol,5,pacing,overcast,945,False,none,0.0,0.47,"Solid ground, safe for building"
OBS0409,1856-07-27,1856,7,summer,60.73,35.47,0.162,0.196,0.034,MAP004,The Pickbox Man,35,theodolite,clear,60,False,none,0.0,0.86,"Ground feels unsafe, densmuck visible"
OBS0410,1856-07-28,1856,7,summer,66.15,34.66,0.604,0.669,0.0648,MAP001,Ferrick Mol,22,theodolite,overcast,1185,True,E,3.8,0.52,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0411,1856-07-26,1856,7,summer,72.1,30.97,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,820,True,E,4.1,0.73,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0412,1856-08-01,1856,8,summer,29.73,59.87,0.181,0.307,0.1257,MAP009,Marga Denside,18,theodolite,rain,2435,False,none,0.0,0.42,"Soft ground, footprints sink deep; rain affecting measurements"
OBS0413,1856-08-19,1856,8,summer,71.69,58.37,0.318,0.361,0.0428,MAP003,Corra Venst,15,theodolite,overcast,1915,True,W,3.8,0.51,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0414,1856-09-08,1856,9,autumn,22.9,48.28,0.833,0.776,-0.056,MAP009,Marga Denside,18,theodolite,rain,700,False,none,0.0,0.34,Mostly firm ground with soft patches; rain affecting measurements
OBS0415,1856-09-16,1856,9,autumn,14.51,56.25,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,1430,False,none,0.0,0.91,"Solid ground, safe for building"
OBS0416,1856-09-02,1856,9,autumn,42.08,69.68,0.441,0.456,0.0145,MAP001,Ferrick Mol,22,theodolite,clear,1975,True,N,1.4,0.71,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0417,1856-10-12,1856,10,autumn,14.58,56.24,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,30,False,none,0.0,0.82,"Solid ground, safe for building"
OBS0418,1856-10-07,1856,10,autumn,51.89,22.24,0.6,0.642,0.0418,MAP011,Old Tunney,40,theodolite,fog,605,True,S,2.6,0.37,Mostly firm ground with soft patches; visibility poor; boundary appears to have shifted since last survey
OBS0419,1856-10-25,1856,10,autumn,67.83,52.62,0.0,0.058,0.0584,MAP009,Marga Denside,18,theodolite,rain,1400,False,none,0.0,0.29,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0420,1856-11-06,1856,11,autumn,66.68,41.39,0.286,0.326,0.0402,MAP002,Young Bastian,3,measuring_rod,clear,1760,True,W,1.4,0.53,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0421,1856-12-16,1856,12,winter,60.28,56.65,0.0,0.0,0.0,MAP003,Corra Venst,15,theodolite,clear,910,False,none,0.0,0.61,"Ground feels unsafe, densmuck visible"
OBS0422,1856-12-11,1856,12,winter,50.8,22.06,0.596,0.619,0.0231,MAP003,Corra Venst,15,theodolite,clear,1365,True,S,1.1,0.61,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0423,1856-12-19,1856,12,winter,44.75,61.69,0.0,0.0,0.0,MAP010,Pennick Harvor,7,measuring_rod,rain,605,False,none,0.0,0.36,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0424,1856-12-16,1856,12,winter,78.92,64.57,0.908,0.742,-0.166,MAP009,Marga Denside,18,theodolite,fog,880,True,W,4.6,0.23,Mostly firm ground with soft patches; visibility poor; boundary appears to have shifted since last survey
OBS0425,1857-01-18,1857,1,winter,27.55,48.81,0.46,0.501,0.0417,MAP001,Ferrick Mol,22,theodolite,clear,795,True,E,3.2,0.74,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0426,1857-01-05,1857,1,winter,31.77,75.37,0.879,0.915,0.0359,MAP003,Corra Venst,15,theodolite,rain,730,False,none,0.0,0.23,"Solid ground, safe for building; rain affecting measurements"
OBS0427,1857-01-15,1857,1,winter,17.72,41.34,1.0,0.831,-0.1687,MAP012,Grit-Eye Salla,10,measuring_rod,fog,2255,False,none,0.0,0.22,"Solid ground, safe for building; visibility poor"
OBS0428,1857-01-05,1857,1,winter,30.43,36.27,0.467,0.457,-0.0107,MAP001,Ferrick Mol,22,theodolite,overcast,1340,True,E,5.9,0.64,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0429,1857-01-24,1857,1,winter,29.87,59.89,0.148,0.0,-0.1482,MAP012,Grit-Eye Salla,10,measuring_rod,rain,155,True,E,1.6,0.39,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0430,1857-02-05,1857,2,winter,46.96,72.38,0.498,0.616,0.1184,MAP008,Hoff the Younger,2,pacing,clear,700,False,none,0.0,0.54,Mostly firm ground with soft patches
OBS0431,1857-02-15,1857,2,winter,14.77,56.18,1.0,1.0,0.0,MAP009,Marga Denside,18,theodolite,clear,125,False,none,0.0,0.65,"Solid ground, safe for building"
OBS0432,1857-02-20,1857,2,winter,54.42,16.99,0.847,0.893,0.0458,MAP009,Marga Denside,18,theodolite,clear,520,True,N,2.5,0.66,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0433,1857-02-28,1857,2,winter,39.82,73.63,0.687,0.734,0.0463,MAP001,Ferrick Mol,22,theodolite,overcast,945,True,S,6.0,0.61,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0434,1857-02-12,1857,2,winter,32.8,38.8,0.191,0.178,-0.0121,MAP011,Old Tunney,40,theodolite,clear,1005,True,E,5.8,0.89,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0435,1857-02-18,1857,2,winter,35.47,72.96,0.662,0.747,0.0855,MAP005,Ulla Grent,8,measuring_rod,fog,855,True,S,5.3,0.24,Mostly firm ground with soft patches; visibility poor; boundary appears to have shifted since last survey
OBS0436,1857-02-27,1857,2,winter,38.78,68.23,0.232,0.276,0.0439,MAP001,Ferrick Mol,22,theodolite,clear,795,True,S,3.8,0.79,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0437,1857-03-10,1857,3,spring,54.69,78.42,0.796,0.632,-0.1645,MAP002,Young Bastian,3,measuring_rod,clear,460,True,S,2.1,0.56,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0438,1857-03-19,1857,3,spring,74.56,39.49,0.783,0.822,0.0391,MAP011,Old Tunney,40,theodolite,clear,3075,True,W,5.1,0.95,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0439,1857-03-11,1857,3,spring,54.55,16.94,0.85,0.942,0.0923,MAP015,Missus Hollow,28,theodolite,overcast,30,False,none,0.0,0.64,"Solid ground, safe for building"
OBS0440,1857-03-01,1857,3,spring,74.58,39.57,0.78,0.83,0.0491,MAP004,The Pickbox Man,35,theodolite,rain,0,False,none,0.0,0.43,"Solid ground, safe for building; rain affecting measurements"
OBS0441,1857-04-22,1857,4,spring,58.81,74.95,0.552,0.62,0.0683,MAP007,Sister Kalma,12,theodolite,overcast,1220,True,S,5.4,0.62,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0442,1857-04-26,1857,4,spring,62.52,72.79,0.488,0.505,0.017,MAP015,Missus Hollow,28,theodolite,clear,1155,True,S,2.1,0.86,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0443,1857-04-13,1857,4,spring,50.69,68.86,0.168,0.266,0.0985,MAP005,Ulla Grent,8,measuring_rod,clear,2525,True,S,8.2,0.63,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0444,1857-05-16,1857,5,spring,64.01,47.2,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,rain,1340,False,none,0.0,0.32,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0445,1857-05-13,1857,5,spring,65.98,34.5,0.584,0.586,0.0016,MAP011,Old Tunney,40,theodolite,clear,305,True,W,1.0,0.83,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0446,1857-05-26,1857,5,spring,66.33,54.27,0.0,0.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,1155,False,none,0.0,0.81,"Ground feels unsafe, densmuck visible"
OBS0447,1857-06-19,1857,6,summer,80.56,44.18,0.923,0.897,-0.0256,MAP001,Ferrick Mol,22,theodolite,clear,580,False,none,0.0,0.73,"Solid ground, safe for building"
OBS0448,1857-07-25,1857,7,summer,25.43,46.48,0.726,0.856,0.1308,MAP010,Pennick Harvor,7,measuring_rod,clear,1520,True,E,2.0,0.59,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0449,1857-07-18,1857,7,summer,62.29,72.64,0.594,0.609,0.0151,MAP004,The Pickbox Man,35,theodolite,clear,90,True,N,5.3,0.82,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0450,1857-07-10,1857,7,summer,62.15,22.46,0.807,0.764,-0.0432,MAP010,Pennick Harvor,7,measuring_rod,clear,455,True,S,4.8,0.59,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0451,1857-07-09,1857,7,summer,47.29,59.68,0.0,0.039,0.0389,MAP004,The Pickbox Man,35,theodolite,clear,1460,False,none,0.0,0.91,"Ground feels unsafe, densmuck visible"
OBS0452,1857-07-08,1857,7,summer,59.01,74.72,0.658,0.627,-0.0311,MAP011,Old Tunney,40,theodolite,overcast,90,True,N,5.3,0.8,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0453,1857-08-10,1857,8,summer,71.5,33.94,0.878,1.0,0.1225,MAP003,Corra Venst,15,theodolite,rain,760,True,W,1.1,0.36,"Solid ground, safe for building; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0454,1857-08-21,1857,8,summer,45.0,35.76,0.0,0.081,0.0809,MAP011,Old Tunney,40,theodolite,fog,975,False,none,0.0,0.38,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0455,1857-09-11,1857,9,autumn,30.54,36.17,0.5,0.468,-0.0318,MAP011,Old Tunney,40,theodolite,overcast,240,True,W,1.6,0.73,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0456,1857-09-24,1857,9,autumn,44.85,61.62,0.0,0.197,0.1971,MAP006,Drogan Pol,5,pacing,clear,275,False,none,0.0,0.55,"Ground feels unsafe, densmuck visible"
OBS0457,1857-09-25,1857,9,autumn,69.12,34.63,0.761,0.671,-0.0905,MAP015,Missus Hollow,28,theodolite,rain,365,False,none,0.0,0.38,Mostly firm ground with soft patches; rain affecting measurements
OBS0458,1857-09-13,1857,9,autumn,62.3,72.72,0.565,0.572,0.0075,MAP004,The Pickbox Man,35,theodolite,clear,60,True,S,1.5,0.86,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0459,1857-09-14,1857,9,autumn,66.55,54.37,0.0,0.0,0.0,MAP004,The Pickbox Man,35,theodolite,fog,120,False,none,0.0,0.33,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0460,1857-09-22,1857,9,autumn,54.1,23.68,0.459,0.435,-0.0242,MAP004,The Pickbox Man,35,theodolite,clear,455,True,N,2.3,0.84,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0461,1857-09-08,1857,9,autumn,75.97,30.17,1.0,1.0,0.0,MAP011,Old Tunney,40,theodolite,rain,2160,False,none,0.0,0.51,"Solid ground, safe for building; rain affecting measurements"
OBS0462,1857-10-04,1857,10,autumn,50.71,68.95,0.23,0.287,0.0574,MAP004,The Pickbox Man,35,theodolite,rain,180,True,N,3.1,0.54,"Soft ground, footprints sink deep; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0463,1857-10-03,1857,10,autumn,62.18,36.17,0.205,0.253,0.048,MAP007,Sister Kalma,12,theodolite,rain,485,False,none,0.0,0.39,"Soft ground, footprints sink deep; rain affecting measurements"
OBS0464,1857-10-18,1857,10,autumn,64.91,30.49,0.598,0.572,-0.026,MAP015,Missus Hollow,28,theodolite,clear,365,False,none,0.0,0.76,"Transition zone, patchy stability"
OBS0465,1857-11-02,1857,11,autumn,42.93,89.32,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,overcast,1760,False,none,0.0,0.73,"Solid ground, safe for building"
OBS0466,1857-11-02,1857,11,autumn,71.15,34.1,0.845,0.861,0.0157,MAP015,Missus Hollow,28,theodolite,fog,1155,True,W,1.5,0.23,"Solid ground, safe for building; visibility poor; boundary appears to have shifted since last survey"
OBS0467,1857-12-24,1857,12,winter,41.67,22.99,0.779,0.786,0.0072,MAP015,Missus Hollow,28,theodolite,clear,2920,True,N,3.2,0.75,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0468,1857-12-17,1857,12,winter,71.42,33.84,0.86,0.874,0.0132,MAP011,Old Tunney,40,theodolite,clear,120,False,none,0.0,0.95,"Solid ground, safe for building"
OBS0469,1858-01-20,1858,1,winter,74.6,39.73,0.803,0.803,-0.0001,MAP004,The Pickbox Man,35,theodolite,overcast,305,True,E,1.1,0.71,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0470,1858-02-23,1858,2,winter,66.61,42.04,0.195,0.241,0.0456,MAP001,Ferrick Mol,22,theodolite,fog,1825,True,W,2.6,0.32,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey"
OBS0471,1858-03-16,1858,3,spring,74.3,78.42,1.0,1.0,0.0,MAP011,Old Tunney,40,theodolite,clear,1155,False,none,0.0,0.91,"Solid ground, safe for building"
OBS0472,1858-03-10,1858,3,spring,61.94,22.55,0.689,0.88,0.1904,MAP012,Grit-Eye Salla,10,measuring_rod,clear,245,True,N,5.9,0.57,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0473,1858-03-01,1858,3,spring,66.3,43.17,0.141,0.056,-0.0856,MAP009,Marga Denside,18,theodolite,fog,3835,True,W,7.7,0.31,"Ground feels unsafe, densmuck visible; visibility poor; boundary appears to have shifted since last survey"
OBS0474,1858-03-19,1858,3,spring,74.15,55.64,0.294,0.252,-0.0413,MAP004,The Pickbox Man,35,theodolite,clear,2680,True,W,6.5,0.82,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0475,1858-03-15,1858,3,spring,42.94,89.3,1.0,0.97,-0.0298,MAP001,Ferrick Mol,22,theodolite,clear,125,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0476,1858-03-20,1858,3,spring,64.42,68.4,0.287,0.314,0.0268,MAP004,The Pickbox Man,35,theodolite,clear,2710,True,S,10.1,0.83,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0477,1858-04-05,1858,4,spring,60.17,56.65,0.0,0.01,0.0099,MAP003,Corra Venst,15,theodolite,overcast,490,False,none,0.0,0.61,"Ground feels unsafe, densmuck visible"
OBS0478,1858-04-10,1858,4,spring,76.29,43.7,0.676,1.0,0.3238,MAP013,Karvo the Silent,6,pacing,clear,3650,True,W,5.0,0.56,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0479,1858-04-14,1858,4,spring,41.77,23.01,0.725,0.684,-0.0404,MAP004,The Pickbox Man,35,theodolite,clear,125,True,N,2.7,0.77,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0480,1858-04-09,1858,4,spring,62.45,72.64,0.461,0.527,0.0661,MAP003,Corra Venst,15,theodolite,clear,215,True,S,5.2,0.65,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0481,1858-04-23,1858,4,spring,66.01,34.41,0.45,0.181,-0.2688,MAP006,Drogan Pol,5,pacing,rain,335,True,W,6.7,0.28,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0482,1858-04-27,1858,4,spring,58.71,74.78,0.524,0.556,0.0319,MAP015,Missus Hollow,28,theodolite,overcast,275,True,S,6.7,0.67,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0483,1858-04-26,1858,4,spring,52.68,69.39,0.155,0.103,-0.0518,MAP012,Grit-Eye Salla,10,measuring_rod,overcast,730,False,none,0.0,0.62,"Ground feels unsafe, densmuck visible"
OBS0484,1858-05-02,1858,5,spring,51.87,22.12,0.621,0.587,-0.0339,MAP004,The Pickbox Man,35,theodolite,overcast,580,True,S,1.0,0.69,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0485,1858-05-12,1858,5,spring,17.7,41.25,1.0,0.964,-0.0357,MAP003,Corra Venst,15,theodolite,clear,485,False,none,0.0,0.6,"Solid ground, safe for building"
OBS0486,1858-05-26,1858,5,spring,76.09,30.36,1.0,0.996,-0.0041,MAP011,Old Tunney,40,theodolite,overcast,245,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0487,1858-05-26,1858,5,spring,30.59,35.88,0.533,0.36,-0.1731,MAP006,Drogan Pol,5,pacing,clear,245,True,W,1.6,0.54,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0488,1858-05-14,1858,5,spring,26.98,17.48,1.0,1.0,0.0,MAP005,Ulla Grent,8,measuring_rod,clear,2160,False,none,0.0,0.51,"Solid ground, safe for building"
OBS0489,1858-05-04,1858,5,spring,44.85,35.85,0.0,0.166,0.1663,MAP013,Karvo the Silent,6,pacing,clear,275,False,none,0.0,0.53,"Ground feels unsafe, densmuck visible"
OBS0490,1858-05-24,1858,5,spring,66.29,43.07,0.22,0.175,-0.0448,MAP010,Pennick Harvor,7,measuring_rod,overcast,60,True,E,3.9,0.4,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0491,1858-06-09,1858,6,summer,25.43,46.33,0.718,0.743,0.0253,MAP011,Old Tunney,40,theodolite,clear,335,False,none,0.0,0.91,Mostly firm ground with soft patches
OBS0492,1858-06-26,1858,6,summer,66.49,54.16,0.0,0.0,0.0,MAP004,The Pickbox Man,35,theodolite,overcast,275,False,none,0.0,0.75,"Ground feels unsafe, densmuck visible"
OBS0493,1858-06-01,1858,6,summer,16.3,66.55,1.0,1.0,0.0,MAP009,Marga Denside,18,theodolite,clear,700,False,none,0.0,0.72,"Solid ground, safe for building"
OBS0494,1858-07-16,1858,7,summer,16.38,66.56,1.0,0.971,-0.0287,MAP013,Karvo the Silent,6,pacing,clear,30,False,none,0.0,0.53,"Solid ground, safe for building"
OBS0495,1858-07-11,1858,7,summer,62.56,72.69,0.596,0.672,0.0753,MAP005,Ulla Grent,8,measuring_rod,overcast,90,True,N,6.8,0.45,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0496,1858-07-12,1858,7,summer,58.71,74.77,0.647,0.623,-0.0236,MAP011,Old Tunney,40,theodolite,clear,90,True,N,6.1,0.77,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0497,1858-07-04,1858,7,summer,31.94,75.4,0.902,0.895,-0.0076,MAP004,The Pickbox Man,35,theodolite,clear,545,True,N,1.2,0.83,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0498,1858-07-03,1858,7,summer,39.38,70.82,0.561,0.692,0.1312,MAP013,Karvo the Silent,6,pacing,overcast,760,True,S,1.9,0.43,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0499,1858-07-06,1858,7,summer,59.19,25.96,0.447,0.497,0.05,MAP015,Missus Hollow,28,theodolite,overcast,365,False,none,0.0,0.58,"Transition zone, patchy stability"
OBS0500,1858-07-06,1858,7,summer,66.62,54.27,0.0,0.129,0.1294,MAP010,Pennick Harvor,7,measuring_rod,clear,30,False,none,0.0,0.57,"Ground feels unsafe, densmuck visible"
OBS0501,1858-08-15,1858,8,summer,58.79,69.36,0.215,0.231,0.0157,MAP007,Sister Kalma,12,theodolite,clear,1610,True,N,1.5,0.71,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0502,1858-08-24,1858,8,summer,71.55,58.19,0.282,0.324,0.0425,MAP001,Ferrick Mol,22,theodolite,clear,730,True,W,1.8,0.73,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0503,1858-09-19,1858,9,autumn,33.73,34.26,0.379,0.362,-0.0168,MAP001,Ferrick Mol,22,theodolite,overcast,1275,True,W,2.5,0.56,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0504,1858-09-05,1858,9,autumn,46.93,21.34,0.746,0.762,0.0159,MAP003,Corra Venst,15,theodolite,clear,4350,True,N,5.3,0.65,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0505,1858-09-12,1858,9,autumn,74.32,55.35,0.381,0.505,0.124,MAP010,Pennick Harvor,7,measuring_rod,clear,1305,True,E,2.7,0.65,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0506,1858-10-22,1858,10,autumn,66.17,34.31,0.558,0.613,0.0551,MAP005,Ulla Grent,8,measuring_rod,overcast,180,True,E,5.4,0.51,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0507,1858-10-22,1858,10,autumn,38.03,79.32,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,overcast,1855,False,none,0.0,0.72,"Solid ground, safe for building"
OBS0508,1858-10-06,1858,10,autumn,31.63,42.5,0.249,0.204,-0.0451,MAP001,Ferrick Mol,22,theodolite,clear,1125,True,E,1.4,0.78,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0509,1858-10-12,1858,10,autumn,62.88,21.08,0.854,0.716,-0.1375,MAP008,Hoff the Younger,2,pacing,rain,1245,True,N,1.3,0.37,Mostly firm ground with soft patches; rain affecting measurements; boundary appears to have shifted since last survey
OBS0510,1858-11-23,1858,11,autumn,57.51,30.39,0.111,0.0,-0.1106,MAP007,Sister Kalma,12,theodolite,rain,2585,True,N,2.8,0.25,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0511,1858-11-20,1858,11,autumn,60.35,66.8,0.123,0.116,-0.0075,MAP015,Missus Hollow,28,theodolite,clear,1095,False,none,0.0,0.74,"Ground feels unsafe, densmuck visible"
OBS0512,1858-12-04,1858,12,winter,17.66,41.11,1.0,1.0,0.0,MAP011,Old Tunney,40,theodolite,fog,210,False,none,0.0,0.4,"Solid ground, safe for building; visibility poor"
OBS0513,1858-12-24,1858,12,winter,14.62,56.44,1.0,0.927,-0.073,MAP009,Marga Denside,18,theodolite,rain,665,False,none,0.0,0.32,"Solid ground, safe for building; rain affecting measurements"
OBS0514,1858-12-03,1858,12,winter,61.95,22.53,0.736,0.671,-0.0646,MAP015,Missus Hollow,28,theodolite,overcast,270,True,S,2.3,0.66,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0515,1858-12-05,1858,12,winter,31.66,75.38,0.875,0.89,0.015,MAP011,Old Tunney,40,theodolite,fog,150,True,S,1.3,0.44,"Solid ground, safe for building; visibility poor; boundary appears to have shifted since last survey"
OBS0516,1859-01-13,1859,1,winter,58.74,74.96,0.581,0.56,-0.0211,MAP001,Ferrick Mol,22,theodolite,overcast,185,True,S,3.3,0.62,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0517,1859-01-07,1859,1,winter,87.38,54.77,1.0,0.998,-0.0024,MAP004,The Pickbox Man,35,theodolite,clear,3105,False,none,0.0,0.91,"Solid ground, safe for building"
OBS0518,1859-02-13,1859,2,winter,62.79,21.21,0.785,0.784,-0.0008,MAP011,Old Tunney,40,theodolite,fog,125,True,N,3.5,0.37,Mostly firm ground with soft patches; visibility poor; boundary appears to have shifted since last survey
OBS0519,1859-02-10,1859,2,winter,44.35,79.43,0.916,0.945,0.029,MAP004,The Pickbox Man,35,theodolite,fog,4380,True,S,4.2,0.36,"Solid ground, safe for building; visibility poor; boundary appears to have shifted since last survey"
OBS0520,1859-02-13,1859,2,winter,76.0,66.33,0.814,0.806,-0.0074,MAP011,Old Tunney,40,theodolite,overcast,1370,True,W,4.7,0.68,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0521,1859-03-19,1859,3,spring,76.08,30.13,1.0,0.975,-0.0255,MAP015,Missus Hollow,28,theodolite,clear,305,False,none,0.0,0.73,"Solid ground, safe for building"
OBS0522,1859-03-03,1859,3,spring,60.62,75.36,0.595,0.644,0.0485,MAP015,Missus Hollow,28,theodolite,overcast,2465,True,S,9.4,0.63,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0523,1859-03-04,1859,3,spring,25.47,61.19,0.38,0.418,0.0382,MAP015,Missus Hollow,28,theodolite,clear,1980,True,E,7.9,0.74,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0524,1859-03-10,1859,3,spring,60.2,66.83,0.095,0.091,-0.0039,MAP011,Old Tunney,40,theodolite,clear,125,True,S,1.4,0.88,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0525,1859-04-04,1859,4,spring,72.16,31.1,0.898,0.927,0.0295,MAP011,Old Tunney,40,theodolite,clear,1005,True,W,5.1,0.87,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0526,1859-04-15,1859,4,spring,30.41,62.24,0.119,0.14,0.0211,MAP004,The Pickbox Man,35,theodolite,fog,365,False,none,0.0,0.32,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0527,1859-05-17,1859,5,spring,65.25,44.17,0.131,0.185,0.054,MAP015,Missus Hollow,28,theodolite,clear,1125,True,E,1.5,0.77,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0528,1859-05-22,1859,5,spring,35.65,44.83,0.078,0.063,-0.0143,MAP001,Ferrick Mol,22,theodolite,overcast,2040,False,none,0.0,0.62,"Ground feels unsafe, densmuck visible"
OBS0529,1859-05-14,1859,5,spring,60.61,19.33,0.871,0.961,0.0905,MAP009,Marga Denside,18,theodolite,rain,3470,False,none,0.0,0.46,"Solid ground, safe for building; rain affecting measurements"
OBS0530,1859-05-23,1859,5,spring,38.87,68.45,0.331,0.37,0.0381,MAP015,Missus Hollow,28,theodolite,clear,820,True,N,5.0,0.76,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0531,1859-05-19,1859,5,spring,47.24,59.62,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,clear,670,False,none,0.0,0.66,"Ground feels unsafe, densmuck visible"
OBS0532,1859-05-20,1859,5,spring,38.09,79.19,1.0,0.986,-0.0139,MAP004,The Pickbox Man,35,theodolite,clear,215,False,none,0.0,0.87,"Solid ground, safe for building"
OBS0533,1859-06-25,1859,6,summer,49.21,18.73,0.855,0.857,0.0021,MAP011,Old Tunney,40,theodolite,overcast,365,False,none,0.0,0.67,"Solid ground, safe for building"
OBS0534,1859-06-05,1859,6,summer,46.72,21.36,0.768,0.801,0.0324,MAP015,Missus Hollow,28,theodolite,clear,275,True,S,1.1,0.79,"Solid ground, safe for building; boundary appears to have shifted since last survey"
